Act.NeSiteId,Actual Ne SiteName,SourceNode,Latitude,Longitude
APN002,DMT Sabulira Toba,GPON01-D7-APN-3,-0.89899,121.60649
APN003,DMT_Tayawa,L2SW-D7-PSO027,-1.44455,121.09383
BGI001,TBG_Kendek,GPON01-D7-BGI-4,-1.56316,123.55257
BGI002,TBG-Banggai_Laut,GPON01-D7-BGI-4,-1.584783,123.500363
BOA001,Tilamuta,GPON02-D7-MRA-3,0.525833333,122.3311111
BOA002,SIPATANA,GPON02-D7-ISM-3WGH,0.611444444,122.4936944
BOA003,Lamu,GPON02-D7-MRA-3TLM,0.514388889,122.3090833
BOA004,Wonosari,GPON04-D7-ISM-4WNS | GPON02-D7-ISM-3WGH,0.705638889,122.4840278
BOA005,BILATU,GPON08-D7-ISM-4BLT,0.517916667,122.6557778
BOA006,DULUPI,GPON07-D7-ISM-4DLP,0.52799,122.43834
BOA007,Mananggu,GPON01-D7-MRA-3,0.503388889,122.1464167
BOA008,Tapadaa,GPON10-D7-MRS-4TAP,0.474722,122.20166
BOA010,Repeater Bilatu 1,GPON08-D7-ISM-4BLT,0.518742,122.652087
BOA011,Repeater Bilatu 2,L2SW-D7-BOA011,0.48622,122.88833
BOA012,Satria 1,GPON00-D7-ISM-3,0.598138889,122.7964444
BOA014,SKP Tilamuta City=BOA104,GPON02-D7-MRA-3,0.526805556,122.3479167
BOA015,SKP_LAKEYA, GPON04-D7-ISM-4WNS,0.70545,122.512393
BOA017,SKP Lamu,GPON02-D7-MRA-3TLM,0.5215,122.3201389
BOA020,DMT Hulawa Boalemo,GPON02-D7-ISM-3WGH,0.62428,122.527327
BOA022,DMT BUNTULIA,GPON06-D7-MRA-4,0.51659,121.9494
BOA023,Protelindo Liputo,GPON09-D7-MRS-4TLMT,0.5565,122.3763
BOA024,PROTELINDO Dengilo 2,GPON04-D7-MRA-4PAG,0.5285,122.0908
BOA026,TBG Luluo,L2SW-D7-TSEL-BOA026,0.49085,122.816
BOA027,TBG Desa Pentado Barat,GPON09-D7-MRS-4TLMT,0.50515,122.34734
BOA030,TBG HARAPAN WONOSARI,GPON04-D7-ISM-4WNS,0.688691,122.483983
BOA041,TGM PENTADU BARAT,GPON09-D7-MRA-4TLMT,0.5248517,122.33987
BOA042,Sutan Hurudji,GPON02-D7-MRA-3,0.51722,122.34513
BOA043,TGM PETANDU RESIDENT,GPON07-D7-MRA-4LMU,0.539135,122.346016
BOA053,DMT MM Hunganoyaa,GPON02-D7-MRA-3,0.52924,122.34431
BOA058,TBG Huwogo,SW-D7-TSEL-BOA058,0.481675,122.744173
BOA065,EMA Pontolo,GPON01-D7-MRA-3MNG,0.49201,122.17865
BOA070,DMT SUKA MULYA,GPON04-D7-ISM-4WNS,0.70986,122.41357
BOA078,DMT MUTIARA,GPON02-D7-ISM-3WGH,0.66699,122.55328
BOA079,DMT MOLOMBULAHE PGYMN,GPON02-D7-ISM-3WGH,0.62927,122.5746
BUO001,BUOL,L2SW-D7-BUO001,1.165519819,121.4284095
BUO002,GALANG,GPON01-D7-TOL-3,1.16154,120.8157
BUO003,TBG_Bandara_Buol,GPON00-D7-BUO-4,1.1074,121.40755
BUO004,DMT Bunubogu Selatan,L2SW-D7-TLI037,1.0370104,121.611248
BUO005,Hulubalang,L2SW-D7-BUO005,1.098861111,121.9302222
BUO006,BUKAL,GPON00-D7-BUO-4,1.065138889,121.465
BUO007,BOKAT,GPON00-D7-BUO-4,1.094,121.4981
BUO009,Bunobagu,L2SW-D7-TLI037,1.0475,121.6115833
BUO010,Mendaan,L2-D7-BUO010,1.271583333,121.4111667
BUO011,Repeater Desa Los,L2-D7-BUO010,1.20702,121.40836
BUO012,LEOK,GPON00-D7-BUO-4,1.185,121.41837
BUO013,TBG_UNONE,GPON00-D7-BUO-4,1.05471,121.44064
BUO014,Bongo,L2SW-D7-TLI037,1.071388889,121.5393056
BUO015,NEGERI_LAMA,GPON00-D7-BUO-4,1.125999,121.46642
BUO016,Kulango-DMT,GPON00-D7-BUO-4,1.148729,121.414235
BUO017,TBG TONGON,GPON00-D7-BUO-4,1.134419,121.41285
BUO018,DMT Lokodidi,L2SW-D7-TLI037,1.05907,121.66142
BUO020,SKP_Paleleh,L2SW-D7-BUO005,1.046931,121.950452
BUO021,SKP_LAMADONG,GPON00-D7-BUO-4,1.117513,121.413013
BUO022,SKP_Baruga,L2-D7-BUO010,1.258917,121.402887
BUO023,SKP_Busak,L2-D7-BUO010,1.24642,121.35977
BUO024,DMT Kodolagon,GPON00-D7-BUO-4,1.08605,121.47926
BUO035,TBG_NEGERILAMA_2,GPON00-D7-BUO-4,1.157055,121.43544
BUO036,DMT_BUOL,GPON00-D7-BUO-4,1.16145,121.4144
BUO041,DMT_Gadung_Diapati,L2SW-D7-TLI037,1.05042,121.72269
BUO044,DMT_ISAT_Buol_Kota,GPON00-D7-BUO-4,1.16186,121.42663
BUO047,DMT_MM_RSUD_Buol,GPON00-D7-BUO-4,1.17138,121.42084
BUO060,DMT_Kuala_Besar,L2SW-D7-BUO005,1.03069,121.95577
BUO061,DMT_Pasar_Momunu,GPON00-D7-BUO-4,1.09365,121.33485
COI004,BULAGIDUN,L2SW-D7-TLI037,1.074246805,121.7297218
COI011,COMBAT CRU SIDOMUKTI,GPON04-D7-KOR-5BLN,0.488508,120.93432
COI012,Bolano,L2SW-D7-PGI060,0.441661,120.949832
COI018,IAAS_Combat_CRU-MTI,L2SW-D7-MTI,-2.88445,122.18172
COI019,IAAS_Combat_BTIIG_3,L2SW-D7-MRW059,-2.274785,121.76684
COI026,IAAS_Combat_BTIIG_2,L2SW-D7-MRW059,-2.254818,121.768345
COI028,IAAS Combat SEI Office NNI,GPON00-D7-KOL-4,-1.99764,121.432
COI030,IAAS_Combat_BTIIG_1,L2SW-D7-MRW059,-2.274785,121.76684
COI038,IAAS Combat SEI Smelter NNI,GPON00-D7-KOL-4,-2.007633,121.430672
COI092,Combat Rujab Bupati,GPON10-D7-LWU-4,-0.99495,122.789099
COI114,Combat_Kampus_Madako,GPON02-D7-TOL-4,-2.651462,118.80614
COI116,Lalong,GPON02-D7-BGI-4SLK,-1.2362,123.3971
COI140,Combat ARR Jatimulya,GPON04-D7-ISM-4WNS,0.70038,122.46313
COI158,COMBAT_RUKO_BAHODOPI,GPON03-D7-BKU-4BDP,-0.899803,119.890826
COI165,Combat ARR Biak,GPON06-D7-LWU-4BGA,0.32978,127.85967
COI196,Combat_Paslaten,GPON05-D7-PSO-4TBR,1.3589,125.0742
COI252,COMBAT_FATUFIA,GPON03-D7-BKU-4BDP,-0.355481,121.845011
COI256,Plan New Combat Pelabuhan Tilamuta/COMBAT ALUN ALU,GPON02-D7-MRA-3,0.529369,122.345772
COI282,Combat_Pajeko_Buol,GPON00-D7-BUO-4,1.133919,121.414003
COI355,Combat FUN Mini Grapari Morowali,GPON05-D7-BKU-3BHM,-2.789258,122.129979
COI367,Huntap_Biromaru_Sigi,GPON06-D7-PLB-5PBW,-0.9865,119.9396
COI368,Combat_Desa_Sakita,GPON10-D7-BKU-4,-2.55938,121.961832
COI372,Combat_Kolonedale,GPON00-D7-KOL-4,-1.970196,121.338713
COI389,Combat ARR Salonsa Ex_COD091,L2-D7-MRW057,-2.169612,121.517432
COI396,Combat ARR Oneputeh Jaya Ex_COD998,GPON06-D7-BKU-4BHT,-2.733403,122.009106
COI480,Combat_IAIN_Sultan_Amai,GPON01-D7-LBT-4,0.64562,122.96923
COI512,Combat_Kendek,GPON01-D7-BGI-4,-1.561428,123.551354
COI513,Combat GYD Kasoloang,L2SW-D7-TLI034,0.959384,120.26478
COI517,Huntap_Tondo,GPON05-D7-PLA-4,-0.83099,119.90508
COI546,Combat_Panggona_Raya,GPON06-D7-PLA-4,-0.86907,119.89483
COI547,Combat_Fun_Masama,GPON07-D7-LWU-4TGB,-0.865985,123.14971
COI548,Protelindo_Rep_Sinjai_Tanete,GPON02-D7-BUT-4,-0.89202,122.235
COI555,DMT Tusan,GPON02-D7-LWU-3BTI,-1.306639,122.52919
COI608,Combat_Wahyu_Fatufia,GPON03-D7-BKU-4BDP,-2.79639,122.12253
COI609,Combat_Pasar_Malam_Bahodopi,GPON03-D7-BKU-4BDP,-2.790465,122.13602
COI650,Combat_Tugu_Bahomakmur,GPON03-D7-BKU-4BDP,-2.81385,122.13228
COI657,TAIPA,GPON02-D7-TWL-4,-0.7737,119.8632
COI703,COMBAT BUPATI DONGGALA,GPON01-D7-DGL-4,-0.680533,119.755009
COI709,Combat FUN Lopo,GPON08-D7-GTL-4,0.49502,123.01562
COI750,Combat_Pulo_Dua,L2SW-D7-LWK019,-0.819183,123.431683
COI938,Combat CRU Harapan,GPON06-D7-MRA-4,0.688377,122.483858
COI952,Combat_FUN_Karwana_Sidera,GPON04-D7-PLB-4,-1.007545,119.90859
COI955,Combat_Kasintuwu,GPON02-D7-PSO-4,-1.37856,120.75975
COI960,imacro Gorontalo1,GPON00-D7-MRA-3,0.47858,121.94808
COI961,COMBAT_BUOL,GPON00-D7-BUO-4,1.154705,121.439642
DGL001,DONGGALA,ME-D7-DGL,-0.671256,119.745312
DGL002,Toaya,GPON03-D7-TWL-4TYA,-0.59677,119.79672
DGL003,KABONGA,ME-D7-DGL,-0.702669,119.766921
DGL004,Lapaloan,L2-D7-DGL004,-0.671166667,119.7316111
DGL005,LIMBORO,ME-D7-DGL,-0.721421,119.698851
DGL006,Alindau,L2SW-D7-DGL006,-0.371774,119.753097
DGL007,Tompe,L2SW-D7-DGL006,-0.21329,119.80958
DGL008,Lombonga,L2SW-D7-DGL129,-0.125916667,119.8046111
DGL009,Tambu,L2SW-D7-DGL129,-0.04506,119.875829
DGL010,Kambayang,L2SW-D7-DGL030,0.14392,119.83731
DGL011,TBG_Eboni_Donggala,GPON02-D7-DGL-4,-0.68033,119.75446
DGL012,Agoamas,L2SW-D7-TLI005,0.73812,120.13164
DGL013,TIPO,GPON02-D7-PLA-3,-0.85567,119.8242
DGL014,BIROMARU,ME2-D7-PAL,-0.949169,119.910929
DGL015,BALMON,ME2-D7-PAL,-0.948076,119.854336
DGL018,PALOLO,L2SW-D7-DGL019,-1.144983,120.065286
DGL019,BOBO,L2SW-D7-DGL019,-1.120063,119.995251
DGL020,TBG_Kola_Kola_Donggala,GPON02-D7-DGL-4,-0.73177,119.71142
DGL022,Salome,L2SW-D7-DGL079,0.342706,119.85
DGL024,TBG_Tamarenja,L2SW-D7-DGL043,-0.41854,119.79409
DGL026,Sindue,L2SW-D7-DGL006,-0.486555556,119.7641111
DGL028,DMT PANII DAMPELAS,L2SW-D7-DGL175,0.218752,119.934625
DGL030,Damsol,L2SW-D7-DGL030,0.213777778,119.8576667
DGL031,Balukang,L2SW-D7-DGL079,0.55971,120.067
DGL032,Dongko,SW-D7-TSEL-TLI041,0.792155,120.237148
DGL033,DMT Malonas Dampelas,L2SW-D7-DGL175,0.27060898,119.9221988
DGL034,DMT_Sojol,L2SW-D7-DGL034,0.582083333,120.0428333
DGL035,Malonas,L2SW-D7-DGL030,0.267835,119.899078
DGL036,Petimbe,L2SW-D7-DGL019,-1.126315,120.036626
DGL038,BOYA,ME-D7-DGL,-0.665732,119.739284
DGL039,DMT MARAWOLA,GPON01-D7-PLB-3,-0.941774,119.872261
DGL040,PROTELINDO MARANATHA,GPON05-D7-PLB-4,-1.040145,119.909219
DGL041,PROTELINDO MARAWOLA,GPON01-D7-PLB-3,-0.983762,119.860766
DGL043,Protelindo_Batusuya,L2SW-D7-DGL043,-0.408336,119.764679
DGL044,MS_Sibualong,L2SW-D7-DGL129,-0.047384,119.879855
DGL045,MSI_Meili,L2SW-D7-DGL129,-0.088469,119.848154
DGL046,MSI_Sindue_Tobata,L2SW-D7-DGL006,-0.33949,119.7643
DGL047,MSI_Labuan_Panimba,GPON01-D7-TWL-4,-0.663886,119.833915
DGL048,STP BANAWA,ME-D7-DGL,-0.67684,119.737413
DGL051,DMT_BANAWA_SELATAN,GPON02-D7-DGL-4,-0.800861111,119.63025
DGL053,DMTSidera_MW,GPON01-D7-PLB-3,-1.007333333,119.9261389
DGL054,DMTLoru_MW,GPON01-D7-PLB-3,-0.971269,119.946343
DGL055,DMT BORA,GPON03-D7-PLB-3BOR,-1.045558,119.948436
DGL057,DMT Dolo Barat,L2SW-D7-PAL017,-1.086068,119.869964
DGL059,DMT_Sejahtera,L2SW-D7-DGL019,-1.161169,120.131035
DGL061,DMTLangaleso_MW,GPON01-D7-PLB-3,-0.9827,119.89663
DGL062,Sungku,L2SW-D7-DGL062,-1.463652,119.995683
DGL063,DMT Karya Mukti,L2SW-D7-DGL170,0.129343,119.88974
DGL064,DMT_Bayang,L2SW-D7-DGL034,0.402213,119.88967
DGL066,DMT KINOVARO,GPON01-D7-PLB-3,-0.9544,119.83795
DGL069,ProtelindoPertaminaLoli_MW,GPON01-D7-PLA-3,-0.77829,119.792252
DGL070,Protelindo_Palolo_II,L2SW-D7-DGL019,-1.168417,120.068003
DGL071,Prot SabangDamsol,L2SW-D7-DGL030,0.21823,119.9039
DGL073,DMT Siwalempu,L2SW-D7-DGL079,0.52753,120.063562
DGL077,DMT_JONO_OGE,GPON04-D7-PLB-4,-0.97329,119.916304
DGL078,Protelindo_Tenggede_Selatan_DCS,GPON04-D7-PLB-4,-0.94066,119.863
DGL079,Pangalasiang,L2SW-D7-DGL079,0.47194,119.97424
DGL081,SIDERA II,L2SW-D7-DGL019,-1.10081,119.98209
DGL082,Siboang,L2SW-D7-DGL079,0.49631,120.033604
DGL083,Protelindo_Lambara,L2SW-D7-DGL019,-1.122564,120.015898
DGL084,Tolidusunsatu,L2SW-D7-DGL030,0.293745594,119.8778848
DGL087,PALNBBC7,L2SW-D7-DGL030,0.29845,119.88927
DGL088,Protelindo_PRS_Tambo_Dusun_4,L2SW-D7-DGL129,-0.06381,119.89854
DGL089,DMT_Boneoge,GPON02-D7-DGL-4,-0.666246,119.723103
DGL090,TBG_Tawanjuka,GPON05-D7-PLB-4,-0.959177,119.853343
DGL091,TBG Panimba Palu,GPON00-D7-TWL-3,-0.669729199,119.8210955
DGL093,TBGSidondo,GPON01-D7-PLB-3,-1.040076,119.8876
DGL096,DMTXLSidondo_MW,L2SW-D7-DGL096,-1.09368,119.90658
DGL098,TBGSUHARTO_MW,GPON04-D7-PLB-4,-0.93812,119.90168
DGL104,TBG_Salua Kulawi,L2SW-D7-PAL066,-1.348725,119.96348
DGL105,DMT ISAT Toaya,GPON03-D7-TWL-4TYA,-0.60563,119.8004
DGL106,TBG_Sambo,L2SW-D7-PAL017,-1.12019,119.8758
DGL115,DMT TANJUNG KARANG,GPON01-D7-DGL-4,-0.646536,119.737608
DGL116,DMT_Kaleke,GPON05-D7-PLB-4,-1.033393,119.876103
DGL117,DMT_Dalaka,GPON01-D7-TWL-4,-0.6477,119.80983
DGL118,PST MCP Panau,GPON01-D7-PLB-3,-0.95061,119.91795
DGL127,"TBG Sipi	",L2SW-D7-DGL007,-0.23339,119.8251
DGL128,Tondo S,L2SW-D7-DGL006,-0.25951,119.79167
DGL129,Labean,L2SW-D7-DGL129,-0.12078,119.83275
DGL130,Kavaya,GPON03-D7-TWL-4TYA,-0.56937,119.7891
DGL131,DMT Polo Pangale,L2SW-D7-DGL175,0.24326,119.91753
DGL132,EBT Ganti,GPON02-D7-DGL-4,-0.70493,119.72964
DGL134,DMT Budimukti,L2SW-D7-DGL170,0.129343,119.88974
DGL136,DMT Lende,L2SW-D7-DGL129,-0.18603,119.8175
DGL137,TBG_Siweli,L2SW-D7-DGL129,-0.004606,119.888779
DGL139,Api Sojol Utara,L2SW-D7-TLI005,0.74117,120.09784
DGL140,Nokilalaki,L2SW-D7-DGL019,-1.18615,120.14468
DGL141,Quattro_Berdikari_Palolo,L2SW-D7-DGL019,-1.1246,120.0849
DGL157,DMT_Tosale,GPON02-D7-DGL-4,-0.7558,119.68208
DGL170,Sibayu,L2SW-D7-DGL170,0.10149,119.87263
DGL175,Long-Dampelas,L2SW-D7-DGL175,0.3202346,119.8608624
DGL180,DMT Petobo Ex DMT Veteran Lorong,GPON04-D7-PLB-4,-0.93059,119.9444
DGL182,CMI Tanjung Padang,L2SW-D7-DGL0128,-0.231011,119.804571
GTO001,Gorontalo,GPON01-D7-GTL-3,0.551944444,123.058333
GTO002,Gorontalo 2,GPON01-D7-GTL-3,0.544101,123.084874
GTO003,Pel. Gorontalo,GPON01-D7-GTL-3,0.523515,123.06
GTO004,Santika,GPON01-D7-GTL-3,0.544222,123.053056
GTO005,Kota Utara,GPON01-D7-GTL-3,0.574688,123.059
GTO006,Tappa,GPON01-D7-GTL-3,0.605894,123.080289
GTO007,ASPARAGA,GPON02-D7-TLG-4,0.5575,123.022
GTO008,BLACK MARLIN,GPON04-D7-GTL-3,0.495833,123.0477778
GTO009,Meranti Gorontalo,GPON01-D7-GTL-3,0.582056,123.110191
GTO010,Hotel Quality Gorontalo,GPON04-D7-GTL-3,0.534905,123.060281
GTO012,Agus Salim,GPON04-D7-GTL-3,0.5671667,123.04
GTO013,Limboto 2,GPON00-D7-LBT-3,0.623,122.95691
GTO014,Limboto 3,GPON00-D7-LBT-3,0.37928,123.0154
GTO015,Wonggahu,GPON02-D7-ISM-3WGH,0.637555556,122.5576111
GTO017,Asparage 2,GPON01-D7-GTL-3,0.558967,123.035417
GTO018,Santika 2,GPON01-D7-GTL-3,0.546719,123.069148
GTO019,Kabila 2,GPON03-D7-GTL-3,0.52644,123.07865
GTO020,Kantor Gubernur Gorontalo,GPON04-D7-GTL-3,0.523388889,123.0774167
GTO021,Kota Selatan,GPON01-D7-GTL-3,0.54416667,123.0530556
GTO022,Awara Gorontalo,GPON01-D7-GTL-3,0.563681,123.052262
GTO024,TUPA,GPON02-D7-TLG-4,0.656312,123.087752
GTO026,Polda Gorontalo Indoor,GPON00-D7-TLG-5,0.598401,123.031
GTO028,Kayu Merah,GPON00-D7-LBT-3,0.637138889,122.9814444
GTO029,Lakeya,GPON01-D7-ISM-3,0.71181,122.53719
GTO030,Pongolaila,GPON00-D7-ISM-3,0.651764,122.799269
GTO031,Duhiadaa,GPON00-D7-MRA-3,0.487639,121.9213611
GTO032,Teratai,GPON00-D7-MRA-3,0.468611111,121.958168
GTO033,Tenilo,GPON01-D7-GTL-3,0.54477778,123.0374444
GTO034,Grapari Gorontalo,GPON01-D7-GTL-3,0.540085,123.058214
GTO035,Toto Utara,GPON03-D7-GTL-3,0.573733,123.090936
GTO036,Telaga Jaya,GPON04-D7-GTL-3,0.5328,123.069662
GTO037,TBG Wongkoditi,GPON01-D7-GTL-3,0.5665,123.0683
GTO038,DMT Dungingi,GPON03-D7-GTL-3,0.560458,123.04511
GTO039,DMT Oluhuta,GPON03-D7-GTL-3,0.540698,123.102077
GTO040,Bengsol,GPON01-D7-GTL-3,0.58880556,123.0693056
GTO042,SKP_PANTAI_BONGO,GPON01-D7-GTL-3,0.497878,123.031604
GTO043,SKP Leato Utara,GPON01-D7-GTL-3,0.499444444,123.0691667
GTO044,SKP Huangobotu,GPON01-D7-GTL-3,0.471472222,123.1062222
GTO045,SKP Molutabu,GPON08-D7-GTL-4,0.435138889,123.1336111
GTO046,SKP Moodu,GPON01-D7-GTL-3,0.5395833,123.0708611
GTO047,TBG RS. Aloe Saboe,GPON01-D7-GTL-3,0.555,123.08575
GTO048,SKP Leato,GPON01-D7-GTL-3,0.506166667,123.0634167
GTO049,DMT Talumolo,GPON04-D7-GTL-3,0.521966,123.063283
GTO050,DMT Eato,GPON01-D7-GTL-3,0.540308,123.046824
GTO051,DMT Dembe Jaya,GPON01-D7-GTL-3,0.554937,123.073112
GTO052,DMT Pulubala,GPON04-D7-GTL-3,0.571603,123.051982
GTO053,DMT Tilango,GPON01-D7-GTL-3,0.566339,123.027871
GTO054,DMT Hulawa,GPON03-D7-GTL-3,0.586306,123.049913
GTO056,Protelindo Duwila,GPON02-D7-TLG-4,0.582651,123.0379722
GTO057,Protelindo Siendeng,GPON01-D7-GTL-3,0.53235,123.049889
GTO058,Protelindo Panjaitan Micro,GPON04-D7-GTL-3,0.54533,123.06205
GTO059,TBG Motilango,GPON01-D7-GTL-3,0.579784,123.109943
GTO060,DMT Otanaha,GPON04-D7-GTL-3,0.547259,123.008962
GTO061,Protelindo Biluango,GPON04-D7-GTL-3,0.46166,123.1179
GTO063,DMT Poowo,GPON01-D7-GTL-3,0.5604,123.1013
GTO064,TBG Batu Baranai,GPON01-D7-GTL-3,0.47924,123.087
GTO065,Mall Gorontalo_outdoor,GPON01-D7-GTL-3,0.537769,123.062889
GTO066,Kota Barat,GPON01-D7-GTL-3,0.551536,123.049579
GTO067,TBG Tenillo 2,GPON04-D7-GTL-3,0.553418,123.031
GTO068,TBG Buhu,GPON05-D7-GTL-4,0.5782,123.04908
GTO069,DMT Pasar Sentral,GPON01-D7-GTL-3,0.546408,123.057826
GTO070,TBG Kampus UNG,GPON01-D7-GTL-3,0.55529,123.06312
GTO071,TBG Kaputih,GPON01-D7-GTL-3,0.557,123.05088
GTO073,Wartabone,GPON01-D7-GTL-3,0.5302,123.0588
GTO077,Rumah Jalan Bandeng,GPON01-D7-GTL-3,0.53136,123.0671
GTO079,Ruko Jamaludin,GPON03-D7-GTL-3,0.54978,123.063
GTO080,DMT Pasar Liluwo,GPON01-D7-GTL-3,0.56669,123.05775
GTO081,DMT Sapta Marga,GPON01-D7-GTL-3,0.52754,123.06586
GTO082,DMT Gunung Agung,GPON01-D7-GTL-3,0.53257,123.05592
GTO084,DMT MT Hariyono,GPON03-D7-GTL-3,0.53388,123.07007
GTO085,DMT Halmahera Molosipat,GPON01-D7-GTL-3,0.579274,123.056156
GTO086,DMT Cendrawasih 1,GPON01-D7-GTL-3,0.54086,123.06716
GTO088,DMT DI PANJAITAN,GPON04-D7-GTL-3,0.495833,123.0477778
GTO089,Protelindo Pauwo,GPON01-D7-GTL-3,0.53482,123.084
GTO090,Protelindo Liluwo,GPON01-D7-GTL-3,0.55929,123.06506
GTO091,TBG Buhu Agus Salim,GPON01-D7-GTL-3,0.565,123.04243
GTO094,DMT TLG Kabila Bone,GPON01-D7-GTL-3,0.571703,123.1274
GTO095,DMT Pilohayanga TLG,GPON00-D7-LBT-3,0.60458,123.05766
GTO096,PROT_MOLOSIFAT_RAJAWALI_GTO096,GPON01-D7-GTL-3,0.53515,123.06654
GTO097,TBG Heledulaa Selatan,GPON01-D7-GTL-3,0.53757,123.11601
GTO098,TBG Telaga Dusun Tiga,GPON03-D7-GTL-3,0.584992,123.033
GTO099,TBG Arif Rahman Hakim,GPON03-D7-GTL-3,0.56052,123.05939
GTO100,TBG Bungingi delima,GPON04-D7-GTL-3,0.553418,123.031
GTO102,TBG_DUNGINGIBUHU,GPON08-D7-GTL-4,0.55541,123.04413
GTO103,TBG Dulomo selatan,GPON01-D7-GTL-3,0.576,123.07006
GTO104,TBG Molosipat,GPON04-D7-GTL-3,0.565986,123.035
GTO105,TBG Buhu Telaga,GPON01-D7-GTL-3,0.558,123.05447
GTO116,MC Hotel Citra,GPON01-D7-GTL-3,0.533881,123.062273
GTO117,MC pasar sentral GTO,GPON03-D7-GTL-3,0.548038,123.058986
GTO119,MC Toko Hidup Baru,GPON03-D7-GTL-3,0.563191,123.047775
GTO120,MC Ruko Garuda,GPON01-D7-GTL-3,0.542778,123.061285
GTO121,MCR Kost Budi Utomo,GPON03-D7-GTL-3,0.547413,123.061547
GTO122,MC Mall Mega Zanur,GPON04-D7-GTL-3,0.544213,123.05586
GTO123,TBG Jeruk Wumialo,GPON04-D7-GTL-3,0.567167,123.04
GTO124,MC Mesjid Agung Baiturahim,GPON01-D7-GTL-3,0.53765,123.06013
GTO125,MC Milinov Garden,GPON04-D7-GTL-3,0.552636,123.054185
GTO127,MC Fitrah Mandiri,GPON01-D7-GTL-3,0.565008,123.076278
GTO129,MC ALDISTA,GPON03-D7-GTL-3,0.546808364,123.0545764
GTO130,MC Kos Pelangi,GPON03-D7-GTL-3,0.538263,123.07707
GTO131,MC Landra Fashion,GPON03-D7-GTL-3,0.585997,123.063838
GTO136,MC Kost Brilian,GPON03-D7-GTL-3,0.555051,123.060179
GTO137,MCR Raja Eato,GPON01-D7-GTL-3,0.540375,123.058
GTO138,MC Mesjid Nuruh Haq,GPON03-D7-GTL-3,0.54446,123.066412
GTO147,MC Masjid Mutaqaddir,GPON01-D7-GTL-3,0.541918,123.093716
GTO148,MC Masjid Hunto Biau,GPON03-D7-GTL-3,0.534081,123.054599
GTO149,MCR Gorontalo Post,GPON03-D7-GTL-3,0.571376,123.056049
GTO162,DMT KANTOR BUPATI BONE BOLANGO_DCS,GPON01-D7-GTL-3,0.55801,123.144887
GTO163,BTH GTO Sudirman 1_BTH GTO HB Jassin 1_BHT GTO HB,GPON04-D7-GTL-3,0.55246,123.06309
GTO165,BTH GTO HB JASSIN 1,GPON04-D7-GTL-3,0.559839,123.04819
GTO166,BHT GTO HB JASSIN 2,GPON04-D7-GTL-3,0.57039,123.04713
GTO173,MCR Jalan Manado,GPON04-D7-GTL-3,0.564585,123.056
GTO178,TBG heledulaa sawa,GPON03-D7-GTL-3,0.551854,123.066937
GTO182,Telecode Isat Buladu,GPON04-D7-GTL-3,0.5468,123.032602
