Act.NeSiteId,Actual Ne SiteName,SourceNode,Latitude,Longitude
PAL353,TBG MCP BULURI,GPON03-D7-PLA-4,-0.85094,119.82433
PAL354,TBG MCP YONIF 711,GPON01-D7-PLB-3,-0.91441,119.87419
PAL355,TBG MCP PEGADAIAN PENGAWU,GPON01-D7-PLB-3,-0.92237,119.85641
PAL356,TBG MCP BAYAOGE,GPON01-D7-PLA-3,-0.89201,119.88232
PAL357,TBG MCP PALUPI 1,GPON01-D7-PLB-3,-0.92794,119.85943
PAL359,TANGKASI,GPON00-D7-PLB-5,-0.92905,119.88754
PAL360,TBG MCP JLN MULAWARMAN,GPON02-D7-PLA-3,-0.89469,119.86635
PAL361,TBG MCP Hotel Pavilion,GPON03-D7-PLA-4,-0.89203,119.86548
PAL362,TBG MCP LAPANGAN LASOSO,GPON02-D7-PLA-3,-0.88927,119.84387
PAL363,TBG MCP SDN27,GPON02-D7-PLA-3,-0.90306,119.88598
PAL365,TBG MCP KANTOR LURAH BARU,GPON03-D7-PLA-4,-0.89343,119.86011
PAL366,BTN PALUPI 2,GPON02-D7-PLB-3,-0.93063,119.8619
PAL367,MCP BTN PUSKUD,GPON01-D7-PLB-3,-0.92929,119.85464
PAL368,TBG MCP ZEBRA BIROBULI,GPON01-D7-PLB-3,-0.92105,119.8919
PAL369,PROTELINDO_KAYADOE,GPON01-D7-PLB-3,-0.92215,119.89945
PAL372,TBG MCP MARY GLOW,GPON01-D7-PLA-3,-0.90034,119.8689
PAL377,MCR SAMRAT PALU,GPON02-D7-PLA-3,-0.88453,119.87115
PAL379,EBT MC BALAIKOTA PALU,GPON01-D7-PLA-3,-0.90076,119.89196
PAL387,TBG Tondo Pantai,GPON05-D7-PLA-4,-0.83634,119.88086
PAL390,EBT MCP KAWATUNA,GPON04-D7-PLA-4,-0.90864,119.92303
PAL392,MCR JLN JAMUR,GPON03-D7-PLA-4,-0.90746,119.85181
PAL393,Brizky Hotel,GPON05-D7-PLA-4,-0.85351,119.88214
PAL395,API Bale,GPON01-D7-TWL-4,-0.77522,119.90826
PAL396,PALU 1327,GPON02-D7-PLA-3,-0.843277,119.890515
PAL434,DMT_Merpati_Dengelo,GPON05-D7-PLA-4,-0.89291,119.8937
PAL435,Huntap_Tondo_(site permanen),GPON05-D7-PLA-4,-0.83064,119.90643
PAL436,DMT_CPM_Poboya,GPON04-D7-PLA-4,-0.85897,119.93431
PAL451,EBT-Soeharto,GPON04-D7-PLB-4,-0.93569,119.92483
PGI001,Parigi_MW,GPON00-D7-PGI-5,-0.80854,120.172117
PGI002,Tolai (BSC Parigi),L2SW-D7-TSEL-PGI002,-0.98687,120.34165
PGI003,Amphibabo,SW10G-D7-TSEL-PGI003,-0.457222222,120.0648333
PGI004,TORIBULU,SW-D7-PGI004,-0.319138889,120.0141111
PGI006,Kasimbar,SW-D7-PGI004,-0.145611111,120.0306944
PGI007,Tada,L2SW-D7-PGI063,-0.040321,120.067763
PGI008,TINOMBO_ONT-1,GPON01-D7-TNB-4,0.387087,120.28504
PGI009,SumberSari_MW,ME-D7-PRG,-0.920866,120.243628
PGI010,SIGENTI,L2SW-D7-PGI010,0.127666667,120.1240833
PGI011,PALASA/Tomini,GPON02-D7-TNB-4,0.482777778,120.4375
PGI012,MOUTONG,GPON00-D7-MOT-4,0.465661,121.225553
PGI013,Margapura,L2SW-D7-PGI060,0.4917,120.9678
PGI014,Santigi,ME-D7-STG,0.474206,120.828127
PGI015,SAUSU_CITY,GPON02-D7-TLY-4SUS,-1.0477,120.4478
PGI016,TOBOLI,GPON01-D7-PGI-3,-0.70854,120.09703
PGI017,Gio,GPON00-D7-MOT-4,0.46385,121.10416
PGI018,TORUE,GPON01-D7-TLY-4,-0.959638889,120.2915833
PGI019,PARIGI2,GPON01-D7-PGI-3,-0.824071,120.179123
PGI020,BAMBALEMO_Lebo,GPON00-D7-PGI-5,-0.781343,120.149288
PGI021,TBG_Lemusa,GPON02-D7-PGI-4,-0.86492,120.18234
PGI022,Pelawa_MW,GPON00-D7-PGI-5,-0.750789,120.113587
PGI023,TOMOLI,SW-D7-PGI004,-0.381416667,120.0349722
PGI024,SINIU,GPON04-D7-PGI-4APB,-0.539888889,120.0470833
PGI027,SULI_PARIGI,GPON01-D7-TLY-4,-1.0098889,120.40203
PGI028,BALINGGI,GPON01-D7-TLY-4,-0.96217,120.400311
PGI062,MSI_Silampayang,L2SW-D7-PGI063,-0.069166,120.033486
PGI032,DMT Kalamau Mensung,GPON03-D7-KOR-4,0.536388,120.7083
PGI033,EBT Tinombo Selatan,L2SW-D7-PGI063,-0.03834,120.05888
PGI034,Sritabaang,L2SW-D7-PGI060,0.453556,120.904
PGI035,Tomini,GPON02-D7-KOR-3TMI,0.513111111,120.5433056
PGI036,Tilung,GPON01-D7-KOR-4,0.524332,120.630241
PGI037,MM1_Karya_Agung,L2SW-D7-PGI060,0.512356,121.020428
PGI038,Maleali,GPON05-D7-PSO-4TBR ,-1.073373,120.541037
PGI040,SINIU,GPON01-D7-TNB-4,0.276998,120.208081
PGI041,DMT Wanagading Barat,L2SW-D7-PGI060,0.515824,120.997823
PGI042,Sejoli,GPON00-D7-MOT-4,0.48762,121.33201
PGI043,Masigi,GPON05-D7-PGI-4,-0.816698,120.161351
PGI044,Mensung,GPON03-D7-KOR-4,0.5145,120.6982778
PGI045,DMT Kasimbar Barat,L2SW-D7-PGI063,-0.136073,119.978229
PGI046,DMT Singura Toribulu,GPON04-D7-PGI-4APB,-0.336183,119.988653
PGI047,BKKBN_024,GPON02-D7-TNB-4,0.49034,120.45617
PGI048,TBG Lobu Moutong,GPON00-D7-MOT-4,0.48536,121.216248
PGI049,TBG Kayu Jati,GPON01-D7-KOR-4,0.479611,120.790505
PGI051,Olaya,GPON02-D7-PGI-4,-0.84366,120.18652
PGI052,DMT Wanagading,GPON07-D7-KOR-4PLP,0.50956,120.986188
PGI053,Sekarsari,GPON01-D7-TLY-4,-0.9805,120.3669444
PGI054,Mepanga,GPON03-D7-KOR-4,0.575471,120.752224
PGI055,Dusun_Enam,GPON01-D7-KOR-4,0.486805556,120.7781389
PGI057,DMT Maesa,GPON02-D7-PGI-4,-0.81555,120.173734
PGI058,PTI_Sausu,GPON02-D7-TLY-4SUS,-1.060416667,120.4597222
PGI059,DMT-Totole,GPON04-D7-PGI-4APB,-0.495976,120.047387
PGI060,MSI-Bulano,L2SW-D7-PGI060,0.47532,120.92591
PGI031,DMT Donggulu,SW-D7-PGI004,-0.221671,120.007638
PGI063,MSI_Posona,L2SW-D7-PGI063,-0.104861111,120.0349167
PGI065,TBG_Torue-2,GPON01-D7-TLY-4,-0.975229,120.313538
PGI067,DMT_SIPAYO,L2SW-D7-PGI010,0.1842,120.1234
PGI068,Sidoan_Selatan,GPON01-D7-TNB-4,0.24802,120.17989
PGI069,DMT BOBALO,GPON02-D7-TNB-4,0.429777,120.319333
PGI072,DMT_BAINAA,GPON01-D7-TNB-4,0.33346,120.240239
PGI073,DMT_ULATAN,GPON02-D7-TNB-4,0.462001,120.373003
PGI074,TBG_Ongka,GPON01-D7-KOR-4,0.527979,120.78635
PGI075,TBG_Tinombala,GPON03-D7-KOR-4,0.575199,120.766119
PGI076,TBG_Karya-Agung_II,L2SW-D7-PGI060,0.496268,121.052413
PGI079,TBG_Wanaprasta,GPON01-D7-TLY-4,-1.00302,120.36514
PGI081,Protelindo Bambalemo Parigi_MW,GPON00-D7-PGI-5,-0.7938,120.1633
PGI082,Sulawesi 00410,GPON02-D7-TNB-4,0.47886,120.42184
PGI083,TBG Nambaru,GPON03-D7-PGI-4SBS,-0.93251,120.23898
PGI084,TBG Salepae Morutong,GPON00-D7-MOT-4,0.48489,121.24302
PGI085,ONGKA PERSTUAN,GPON01-D7-KOR-4,0.50523,120.77797
PGI086,PALNBBC13_TBG Toruedantolai,GPON01-D7-TLY-4,-0.982659,120.32971
PGI087,TBG PELAWA PARIGI,GPON02-D7-PGI-4,-0.758427,120.124677
PGI090,EBT-Moutong_Barat,GPON00-D7-MOT-4,0.4619,121.2052
PGI092,EBT_Dusunan_Tinombo,GPON01-D7-TNB-4,0.39675,120.29
PGI096,MCBankMegaParigi_MW,GPON00-D7-PGI-5,-0.810802,120.174319
PGI097,MCAnugerahParigi_MW,GPON00-D7-PGI-5,-0.812662,120.177204
PGI102,Protelindo_Masigi,GPON02-D7-PGI-4,-0.81324,120.16795
PGI107,DMT Isat Pinotu,SW-D7-PGI004,-0.2866,120.0081
PGI110,DMT_Parigimpuu,GPON05-D7-PGI-4,-0.81525,120.13419
PGI115,TBG_Biga_Tomini,GPON02-D7-KOR-3TMI,0.51356,120.51597
PGI116,DMT Tombi,GPON04-D7-PGI-4APB,-0.44759,120.0214
PGI118,TBG_Wanamukti_Utara,L2SW-D7-PGI060,0.516555,120.93838
PGI122,DMT_SIGENTI_BARAT,L2SW-D7-PGI010,0.14248,120.10004
PGI125,EBT Sidole,GPON04-D7-PGI-4APB,-0.47242,120.025266
PGI128,Sumbersari,GPON03-D7-PGI-4SBS,-0.946272,120.26259
PGI129,SIDOAN_SELATAN_2,L2SW-D7-PGI010,0.221825,120.151382
PGI134,DMT_Bolano_Lambunu,L2SW-D7-PGI060,0.517309,120.961646
PGI145,EBT Mepanga Parimo,GPON01-D7-KOR-4,0.51833,120.65881
PGI176,Protelindo Siendeng,L2SW-D7-PGI060,0.455938333,120.9719833
PGI177,DMT_Sumber_Agung,GPON00-D7-KOR-5,0.55948,120.74068
PSO001,Poso,GPON01-D7-PSO-3,-1.391111111,120.7766667
PSO002,Ampana_MW,GPON00-D7-APN-5,-0.872611111,121.5834167
PSO003,Tentena_MW,GPON00-D7-TEN-5,-1.755086111,120.6406639
PSO005,Mapane_MW,GPON03-D7-PSO-4,-1.400194444,120.6341389
PSO006,MAYAKELI,GPON01-D7-TEN-4,-1.771916667,120.6066111
PSO007,PENDOLO,GPON03-D7-TEN-4PEN,-2.07904,120.68533
PSO008,Tumora,GPON05-D7-PSO-4TBR,-1.121722222,120.5766389
PSO009,BUYUMBOYO,L2SW-D7-PSO-BBY,-1.387449,120.773616
PSO011,LOMUSA,GPON03-D7-TEN-4PEN,-2.037222222,120.7610556
PSO012,PLTA Poso,GPON01-D7-TEN-4,-1.646388889,120.6727778
PSO013,Taripa,L2SW-D7-PSO013,-1.891777778,120.8307778
PSO014,PosoCityII_MW,GPON00-D7-PSO-5,-1.399138889,120.7532778
PSO016,Kilotrans,GPON05-D7-PSO-4TBR,-1.273138889,120.5935278
PSO019,TAGOLU,GPON01-D7-PSO-3,-1.438472222,120.7711111
PSO020,DMT Watuawu,GPON03-D7-PSO-4,-1.486975,120.760165
PSO021,Salura_DCS,L2SW-D7-BETALEMBA,-1.417813439,120.6764452
PSO022,Wuasa,L2SW-D7-PSO212,-1.4236,120.3131
PSO024,Uekuli,L2SW-D7-PSO027,-1.42947,121.11553
PSO025,MAROWO,GPON02-D7-APN-4,-0.94873,121.4612
PSO026,Repeater Rappapatoo,GPON01-D7-APN-3,-0.911833333,121.5019167
PSO027,Ujung_Tibu,L2SW-D7-PSO027,-1.40311,120.98305
PSO028,Tombiano,L2SW-D7-PSO027,-1.42921,121.02951
PSO029,Barati,L2SW-D7-PSO029,-2.007323,120.829392
PSO041,KELEI,GPON01-D7-TEN-4,-1.770333333,120.7035278
PSO046,Sawidago Tentena,GPON02-D7-TEN-4,-1.735194444,120.6675833
PSO047,PENDOLO,GPON04-D7-TEN-4PDJ,-2.113042,120.695689
PSO050,AmpanaKota_MW,GPON00-D7-APN-5,-0.87025,121.5665833
PSO055,Kawende,GPON05-D7-PSO-4TBR,-1.21676,120.557545
PSO058,Uentanaga,GPON02-D7-APN-4,-0.91188,121.583451
PSO060,DMT Lore Peore,L2SW-D7-PSO060,-1.561126,120.352637
PSO061,TBG_Pamona_Utara,GPON02-D7-TEN-4,-1.735,120.6499722
PSO062,DMT Tokilo,GPON03-D7-TEN-4PEN,-2.0235,120.712389
PSO063,MAENGKO LAMA,GPON01-D7-PSO-3,-1.397844,120.71418
PSO065,TBG Matako,GPON03-D7-PSO-4,-1.414342,120.884845
PSO066,Kasiguncu,GPON04-D7-PSO-5BTL,-1.437352,120.609267
PSO067,Maliwoku_MW,GPON00-D7-PSO-5,-1.416277778,120.7580278
PSO068,TegalRejo_MW,GPON00-D7-PSO-5,-1.375195,120.781
PSO069,DMTKasintuwu_MW,GPON00-D7-PSO-5,-1.38311,120.75808
PSO071,TBG Molotong,GPON01-D7-APN-3,-0.879833333,121.5387222
PSO073,TBGAmpanainner_MW,GPON00-D7-APN-5,-0.866555556,121.5784167
PSO074,DMTKayamanya_MW,GPON00-D7-PSO-5,-1.390111111,120.7476389
PSO075,DMT-Pandajaya,GPON04-D7-TEN-4PDJ,-2.122356,120.705018
PSO076,SANGELE,GPON01-D7-TEN-4,-1.766287,120.642275
PSO078,TBGGebangRejo_MW,GPON00-D7-PSO-5,-1.39365,120.75601
PSO079,TBG_Toyado,GPON03-D7-PSO-4,-1.401705,120.833135
PSO080,TBG_Mawomba,L2SW-D7-PSO027,-1.44501,121.07056
PSO081,DMTAmpanaOuter_MW,GPON00-D7-APN-5,-0.86538,121.59289
PSO083,DMT_SILANCA,GPON03-D7-PSO-4,-1.436114,120.79648
PSO085,DMT_Didiri,L2SW-D7-PSO013,-1.79581,120.74431
PSO086,DMT_Olu_Mokunde,L2SW-D7-PSO013,-1.902123,120.900527
PSO088,Saemba,L2SW-D7-PSO029,-2.02859,120.86868
PSO098,DMTSoe_MW,L2SW-D7-PSO098,-1.77822,120.58856
PSO099,PSO099-DMT_Tonusu,GPON01-D7-TEN-4,-1.78321,120.559
PSO102,DMT_Bente_Maroso,GPON02-D7-PSO-4,-1.425624,120.769621
PSO103,PUSUNGI,GPON01-D7-APN-3,-0.89756,121.628
PSO104,TETEA,GPON01-D7-APN-3,-0.89081,121.65351
PSO105,TBG_PT.SPS,GPON00-D7-KOL-4,-1.91962,121.32597
PSO108,PROTELINDO UEMALINGKU AMPANA,GPON01-D7-APN-3,-0.88168,121.59348
PSO111,TBG Sansarino_DCS,GPON00-D7-APN-5,-0.912638889,121.5764444
PSO114,Protelindo_Sayo,GPON02-D7-PSO-4,-1.40716,120.757603
PSO121,MC TOSERBA POSO_MW,GPON01-D7-PSO-3,-1.393026,120.751449
PSO124,DMT LABUAN,GPON01-D7-APN-3,-0.85478,121.60155
PSO125,MCBandaraAmpana_MW,GPON00-D7-APN-5,-0.862878,121.624389
PSO127,DMT MCP MUARA RATOLINDO,GPON01-D7-APN-3,-0.86811,121.58689
PSO129,MC Ampana Kota,GPON01-D7-APN-3,-0.86965,121.5814
PSO132,MC_DONDO_RATULINDO,GPON00-D7-APN-5,-0.8602,121.5974
PSO134,MCR POSO CITY MALL,GPON01-D7-PSO-3,-1.386908,120.743249
PSO137,DMT PLTA POSO,GPON01-D7-TEN-4,-1.651913,120.656589
PSO140,Kasiguncu,L2SW-D7-BETALEMBA,-1.422306,120.661222
PSO141,Anugerah_Aco,GPON03-D7-PSO-4,-1.3852,120.732
PSO143,#REF!,GPON01-D7-TEN-4,-1.841661,120.51725
PSO145,DMT Meko,GPON05-D7-TEN-4TNS,-1.884456,120.524389
PSO146,Puncak _Dingin,L2SW-D7-PSO212,-1.319,120.30203
PSO147,DMT_Lawanga,GPON02-D7-PSO-4,-1.36964,120.76734
PSO149,DMT Betalemba,L2SW-D7-BETALEMBA,-1.456115,120.641394
PSO151,TBG _Saojo,GPON02-D7-TEN-4,-1.70178,120.65529
PSO152,EBT_Matako,GPON03-D7-PSO-4,-1.42035,120.91335
PSO154,DMT MCP BONESOMPE,GPON02-D7-PSO-4,-1.38818,120.75284
PSO165,STP_Bailo_Ampana,GPON00-D7-APN-5,-0.87686,121.55324
PSO183,Bantuga,GPON03-D7-APN-4UET,-0.956873,121.72791
PSO191,PTI Pandiri,GPON02-D7-PSO-4,-1.514872,120.74902
PSO192,DMT_NON3T_Bumi_Banyusari,L2SW-D7-PSO212,-1.44384,120.32768
PSO196,DMT_NON3T_Winowanga,L2SW-D7-PSO212,-1.46639,120.39137
PSO197,DMT Non3t Rompo,L2SW-D7-PSO060,-1.624087,120.30212
PSO212,DMT_NON3T_Watumaeta,L2SW-D7-PSO212,-1.39989,120.31682
SAK006,Rep. Alakasing,SW-D7-TSEL-SAK027,-1.340886289,123.2880808
SAK007,Repeater Tazan,SW-D7-TSEL-SAK027,-1.20903,123.18392
SAK011,BUNGKUKONO,GPON01-D7-BGI-4,-1.60325,123.4988333
SAK013,DMT Bungkukono,GPON01-D7-BGI-4,-1.614333333,123.5913333
SAK017,DMT Peling Tengah,SW-D7-TSEL-SAK027,-1.4238,123.1745
SAK019,TBG_RSUD_Banggai,GPON01-D7-BGI-4,-1.63738,123.52141
SAK020,DMT_Banggai_Utara,GPON01-D7-BGI-4,-1.500519444,123.5135889
SAK022,DMT_Tinangkung_Utara,GPON02-D7-BGI-4SLK,-1.26771,123.44943
SAK027,TBG Ambelang,SW-D7-TSEL-SAK027,-1.39351,123.24796
SAK033,PROTELINDO_BANGGAI_CITY,GPON01-D7-BGI-4,-1.57962,123.49581
SAK050,TBG_Tintingo_Banggai,GPON01-D7-BGI-4,-1.67546,123.52731
SAK052,MCR_Sidapore_DCS,GPON02-D7-BGI-4SLK,-1.30924,123.29049
SAK059,DMT_MM_Polres_Salakan,GPON02-D7-BGI-4SLK,-1.316378,123.284276
SAK073,TBG_LAMPA,GPON01-D7-BGI-4,-1.61019,123.49367
SAK074,Matanga,GPON01-D7-BGI-4,-1.70339,123.58587
SAK075,Tatakalai_Qin,GPON02-D7-BGI-4SLK,-1.259767,123.41312
SAK083,KAUTU,GPON02-D7-BGI-4SLK,-1.275669,123.326389
SAK090,KOKINI,GPON01-D7-BGI-4,-1.59275,123.52833
SAK091,KOKINI,GPON01-D7-BGI-4,-1.63683,123.48592
SAK108,BCBONGGANAN,GPON02-D7-BGI-4SLK,-1.32378,123.29018
SBU001,DMT_KELAPA_GADING,GPON04-D7-PLB-4,-0.949758,119.896911
SBU002,BC HUNTAP POMBEWE,L2SW-D7-SBU002,-1.023155,119.95098
SBU003,TBG_HUNTAP_POMBEWE,GPON06-D7-PLB-5PBW,-0.98722,119.93686
SWW001,Suwawa,GPON01-D7-GTL-3,0.535277778,123.1322222
SWW003,Suwawa II,GPON01-D7-GTL-3,0.564944444,123.1201944
SWW004,TALUDAA,GPON11-D7-GTL-4TLD,0.31033,123.34091
SWW005,REPEATER TALUDAA,L2SW-D7-TSEL-SWW005,0.32312,123.26934
SWW006,Molintogupo,GPON01-D7-GTL-3,0.526972222,123.1709444
SWW007,Bondawuna,GPON07-D7-GTL-4SWW,0.510547,123.20391
SWW008,BONE PANTAI,GPON11-D7-GTL-4TLD,0.317095,123.43065
SWW009,DMT Bulango Timur,GPON01-D7-GTL-3,0.599666667,123.0986389
SWW010,DMT Bandungan,GPON03-D7-GTL-3,0.608333333,123.0661944
SWW012,TAMBO,GPON10-D7-GTL-3BLG,0.3891,123.1994
SWW013,DMT Pesantren Cendekia,GPON01-D7-GTL-3,0.551083333,123.1266667
SWW014,DMT Luwohu,GPON04-D7-GTL-3,0.530027778,123.0956944
SWW016,DMT Dumbaya Bulan,GPON07-D7-GTL-4SWW,0.51035,123.2483
SWW017,PROTELINDO OLELE,GPON10-D7-GTL-3BLG,0.41148,123.1533
SWW019,DMT Moodu,GPON01-D7-GTL-3,0.55155,123.13725
SWW020,Protelindo Tamalate,GPON01-D7-GTL-3,0.532,123.1508
SWW021,PROT Pelita Bone Raya,GPON11-D7-GTL-4TLD,0.31402,123.32874
SWW026,MCP_Talomopatu,GPON05-D7-GTL-4,0.60761,123.08755
TLI001,ToliToli_MW,GPON00-D7-TOL-5,1.041934,120.817464
TLI002,Kota Raya,GPON01-D7-KOR-4,0.542709,120.726905
TLI003,SANDANA,GPON01-D7-TOL-3,1.093888889,120.8022222
TLI004,MM1_Ogotua,L2SW-D7-TLI005,0.970541,120.279302
TLI005,MM1_Soni,L2SW-D7-TLI005,0.76462,120.1934
TLI006,Toli-toli 2,GPON00-D7-TOL-5,1.016949,120.785808
TLI007,MM1_Tompoh,SW-D7-TSEL-TLI041,0.94352,120.32137
TLI008,Repeater-Pasir_Putih,L2-D7-TLI008,0.636401,120.667441
TLI009,Repetaer_Tanjung_Penyu,SW-D7-TSEL-TLI041,0.919982,120.24295
TLI011,Tinabogan,L2SW-D7-TLI035,0.782244,120.52547
TLI012,Tuweley_MW,GPON00-D7-TOL-5,1.042852,120.825383
TLI013,RUMAH_SERATUS,GPON04-D7-TOL-4,1.029944444,120.8109722
TLI014,Bandara_Lalos,GPON04-D7-TOL-4,1.125518,120.802284
TLI015,TBG-Dako_Pamean,GPON03-D7-TOL-4GLP,1.24213,120.81918
TLI016,TBG Cengkeh Tuweley,GPON00-D7-TOL-5,1.047079,120.83381
TLI017,Dungingis,L2SW-D7-TLI019,1.2668,120.8089
TLI018,Repeater Kapas,L2SW-D7-TLI019,1.3225,120.8088
TLI019,Laulalang,L2SW-D7-TLI019,1.3443,120.9431
TLI020,DMT Lempe Bangkir ,L2SW-D7-TLI005,0.7782,120.2663
TLI022,TBG_TAMBUN,GPON02-D7-TOL-4,1.001111111,120.7836944
TLI023,M41_Toli-ToliUtara,L2SW-D7-TLI019,1.3322,120.9291
TLI024,TBG_Bambapula,SW-D7-TSEL-TLI041,0.97645,120.298278
TLI025,SIDOARJO,GPON04-D7-TOL-4,1.052944444,120.7999444
TLI026,Pasar Sandana,GPON01-D7-TOL-3,1.08029,120.80476
TLI028,DMT_Ginunggung,GPON02-D7-TOL-4,1.110722222,120.8020833
TLI029,DMT_Panasakan_DCS,GPON04-D7-TOL-4,1.050036,120.818525
TLI030,DMT-Veteran-Baolan,GPON00-D7-TOL-5,1.034472222,120.8185833
TLI031,M41_Salumpaga-TBG,L2SW-D7-TLI019,1.339333,120.980806
TLI032,SKP_Galumpang,GPON03-D7-TOL-4GLP,1.218222,120.81119
TLI033,BKKBN_005,L2SW-D7-TLI005,0.752458,120.203566
TLI034,DMT OGOAMAS,L2SW-D7-TLI034,0.9576,120.26489
TLI035,Malala,L2SW-D7-TLI035,0.76625,120.545068
TLI036,DMTLampasio_MW,L2-D7-TLI036,0.903361,120.8000556
TLI037,DMT_Gadung,L2SW-D7-TLI037,1.06066,121.68216
TLI040,DMT Kinapasan,L2SW-D7-TLI036,0.83562,120.77925
TLI041,DMT_Banagan,SW-D7-TSEL-TLI041,0.85242,120.3274
TLI042,DMT_Malomba,L2SW-D7-TLI035,0.77721,120.47352
TLI044,DMT_Dampal_Utara,SW-D7-TSEL-TLI041,0.952135,120.250344
TLI045,DMT_Tinigi,GPON04-D7-TOL-4,1.124301,120.8306
TLI046,PAB-TOLI,GPON00-D7-TOL-5,1.0335,120.813
TLI047,Protel-Bambapun,L2SW-D7-TLI035,0.790642,120.415852
TLI048,DMT_Ogomoligi_Toweley_DCS,GPON04-D7-TOL-4,1.04838,120.82734
TLI049,MT_TOLI_YOSSUDARSO,GPON04-D7-TOL-4,1.037058,120.813558
TLI050,PROTELINDO_PARASAKAN_BAOLAN,GPON04-D7-TOL-4,1.04673,120.81357
TLI051,SalumbiaLeok-PTI,L2SW-D7-TLI035,0.83612,120.35204
TLI052,NALU,GPON04-D7-TOL-4,1.02315,120.79784
TLI059,MC_MUH_HATTA,GPON04-D7-TOL-4,1.04101,120.81151
TLI061,Plaza Toli Toli,GPON01-D7-TOL-3,1.043297,120.810528
TLI062,MC_Baolan_Baru_DCS,GPON04-D7-TOL-4,1.040299,120.814848
TLI064,MC-MALATUANG,GPON02-D7-TOL-4,1.039,120.821
TLI070,PASAR BMH TOLI,GPON01-D7-TOL-3,1.03536,120.81606
TLI073,Toliyossudarso,GPON02-D7-TOL-4,1.05147,120.81135
TLI074,DMT_MM_Baru_Baolan,GPON02-D7-TOL-4,1.03553,120.82443
TLI075,DMT_MM_Tuweley_Baolan_DCS,GPON04-D7-TOL-4,1.0451,120.82095
TLI077,Kombo_TBG,L2SW-D7-TLI005,0.749037,120.16329
TLI085,TBG_Ogogasang,L2SW-D7-TLI035,0.78214,120.44329
TLI087,TBG Sibea,L2-D7-TLI036,0.90419,120.86272
TLI090,STP_Bangkir,L2SW-D7-TLI005,0.78869841,120.2360303
TLI096,PUSE,L2SW-D7-TLI005,0.7622,120.24697
PSO194,DMT Non 3T Betue,L2SW-D7-PSO060,-1.59957,120.33042
SAK026,TBG Bulagi Utara,L2SW-D7-SAK007,-1.221111,123.145278
MRW374,Protelindo_Bete_Bete,L2SW-D7-MRW094,-2.90276,122.21339
MRW373,Protelindo_Makarti,L2SW-D7-MRW094,-2.8889,122.1853
PGI025,DMT Marantale,GPON01-D7-PGI-3,-0.624753,120.059291
MRW037,DMT Hana Lantula 2,L2SW-D7-MRW046,-2.22655,121.62243
MRW076,BDM Morowali,L2SW-D7-MRW046,-2.826794,122.164244
MRW078,BDM Morowali 2,L2SW-D7-MRW046,-2.8388,122.15738
MRW086,MC_Pasar_Bungku,L2SW-D7-MRW046,-2.53658,121.96219
MRW372,Protelindo_Pertigaan_Labota,L2SW-D7-MRW046,-2.83616,122.18648
PAL081,DMT Lekatu,GPON01-D7-PLB-3,-0.920463,119.869747
PAL279,EBT Rono Pantai,GPON00-D7-PLA-5,-0.883762,119.848444
PGI103,API_TAMAN SISWA,GPON01-D7-PGI-3,-0.80709,120.17734
PSO031,Mayasari,GPON04-D7-TEN-4PDJ,-2.139481,120.726736
PSO097,TENTENA 2,GPON00-D7-TEN-5,-1.74974,120.65222
BOA025,DMT Bendungan Mananggu,GPON01-D7-MRA-3MNG,0.51192,122.14777
DGL016,Namo,L2SW-D7-PAL066,-1.414932,119.978685
DGL027,Ombo,L2SW-D7-DGL006,-0.283986,119.778949
ISM059,DMT Buladu,L2SW-D7-TSEL-ISM018,0.982972,122.507647
